Province,District MUnicipality,Local Municipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitOwnership
Mpumalanga,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,Ampath Komatipoort Lab,31.954268,-25.434,,"61 Rissik Street, Komatipoort",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,Mpumalanga Malaria Lab,31.77972,-25.68,,,Gov Province
Mpumalanga,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,NHLS Shongwe Lab,31.4913,-25.6869,,"Shongwe Hospital, Jeppes Reef Main Road, Shongwe Mission, 1331",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,NHLS Tonga Lab,31.7881,-25.6947,,"Tonga Hospital, Kwa-Lugedlane, 1341",Gov NHLS
Mpumalanga,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,Ampath Lydenburg Lab,30.455212,-25.0933,,"Cnr Church and Viljoen Street, Lydenburg",Private
Mpumalanga,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,NHLS Lydenburg Lab,30.4517,-25.1085,,"Lydenburg Hospital, 32 Berg Street, Lydenburg, 1120",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,NHLS Embhuleni Lab,30.81682205,-26.0477,,"Embhuleni Hospital, Stand No 40b, Diepgesig Road, Elukwatini, 1192",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Dr Pixley Ka Isaka Seme Local Municipality,NHLS Volksrust Lab,29.8906,-27.3517,,"Hospital Street, Volksrust 2470",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,Ampath SASOL Medical Centre Lab,29.180267,-26.5035,,"Sasol Secunda Mining Hospital, Paul Kruger Street",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,Ampath Trichardt Lab,29.231043,-26.4914,,"42 Barney Molekwane Street, Trichardt",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,Lancet Secunda Lab,29.185465,-26.5069,,"Ground Floor, Game Park Sentrum, Horwood Street, Secunda",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,Lancet Trichardt Lab,29.230509,-26.4905,,"Room 210, 2nd Floor, Hydromed Hospital, Barney Molokwane Street, Trichardt, Secunda",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,NHLS Bethal Lab,29.4674,-26.4646,,"Bethal Hospital, Cnr Wicht and Eeufees Streets, Bethal, 2309",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,NHLS Evander Lab,29.1197,-26.4672,,"Evander Hospital, Cnr Bologna Street and Lausanne Road, Evander, 2280",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Lekwa Local Municipality,Lancet Standerton Lab,29.243804,-26.9502,,"Central Park, Shop 5, Cnr Kerk and Princess Street, Standerton",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Lekwa Local Municipality,NHLS Standerton Lab,29.2441,-26.9407,,"Standerton Hospital, Cnr Kruger and Beyers Naude Street, Standerton, 2430",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,Ampath Piet Retief Lab,30.811,-26.997,,"18 Zuidend Street, Piet Retief",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,Lancet Piet Retief Lab,30.804783,-27.0199,,"Piet Retief Life Hospital, Mansoor Street, Kempville, Piet Retief",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,NHLS Piet Retief Lab,30.8063,-27.0189,,"Piet Retief Hospital, Pretorius Street, Piet Retief, 2380",Gov NHLS
Mpumalanga,mp Gert Sibande District Municipality,mp Msukaligwa Local Municipality,Ampath Ermelo Lab,29.987617,-26.5425,,"Mediclinic Ermelo, 25 Mel Mentz Street",Private
Mpumalanga,mp Gert Sibande District Municipality,mp Msukaligwa Local Municipality,NHLS Ermelo Lab,29.9752,-26.5232,,"Ermelo Hospital, 1 Joubert Street, Ermelo, 2350",Gov NHLS
Mpumalanga,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,NHLS Mmametlhake Lab,28.55872,-25.1046,,"Mmametlhake Hospital, Napier Section, Bamokgoko, 0432",Gov NHLS
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,Ampath Emalahleni Lab,29.231474,-25.8843,,"Room 101, Centre de la Vie, Beatty Avenue, Emalahleni",Private
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,Lancet Kriel Lab,29.258536,-26.25,,"Shop 10, Zinaida Centre, Bronwen Street, Kriel, 2271",Private
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,Lancet Witbank Cosmos Lab,29.232742,-25.8841,,"Ground Floor, Life Cosmos Hospital, Cnr Beauty and Or Tambo Drive, Witbank",Private
Mpumalanga,mp Nkangala District Municipality,mp Emalahleni Local Municipality,NHLS Witbank Lab,29.2375,-25.8751,,"Witbank Hospital, Cnr Coert Steynberg and Mandela Street, Witbank, 1035",Gov NHLS
Mpumalanga,mp Nkangala District Municipality,mp Steve Tshwete Local Municipality,Ampath Middelburg Lab,29.463366,-25.7638,,"Cnr Joubert and OR Tambo Street, Middelburg",Private
Mpumalanga,mp Nkangala District Municipality,mp Steve Tshwete Local Municipality,Lancet Middelburg Lab,29.457539,-25.7628,,"Ground Floor, Midmed Building, Joubert Street, Middelburg",Private
Mpumalanga,mp Nkangala District Municipality,mp Steve Tshwete Local Municipality,NHLS Middelburg Lab,29.4504,-25.7758,,"Cnr Walter Sizulu And Hospital Street, Middelburg 1050",Gov NHLS
Mpumalanga,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,NHLS Kwamhlanga Lab,28.7139,-25.4315,,"Kwamhlanga Hospital, 1128 Solomon Mahlangu Drive, Kwa-Mhlanga, 1022",Gov NHLS
Mpumalanga,mp Nkangala District Municipality,mp Victor Khanye Local Municipality,Lancet Delmas Lab,28.676674,-26.1482,,"Mareu Building, 5 Samuel Road, Delmas, 2210",Private
Mpumalanga,mp Nkangala District Municipality,mp Victor Khanye Local Municipality,NHLS Delmas Lab,28.667,-26.1521,,"2 Hospital Road, Delmas 2210",Gov NHLS
Northern Cape,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,Ampath Kimberley Lab,24.773951,-28.7452,,"9 Spencer Lane, Belgravia, Kimberley",Private
Northern Cape,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,Lancet Lenmed Kimberley Lab,24.762109,-28.7564,,"Room G012, Royal Hospital and Heart Centre, 3 Welgevonden Street, Royldene, Kimberley, 8301",Private
Northern Cape,nc Frances Baard District Municipality,nc Sol Plaatje Local Municipality,NHLS Kimberley Lab,24.7697,-28.7429,,"Kimberley Hospital, Du Toitspan Road, Kimberley, 8301",Gov NHLS
Northern Cape,nc John Taolo Gaetsewe District Municipality,nc Ga-Segonyana Local Municipality,NHLS Tshwaragano Lab,23.4357,-27.451,,"Tshwaragano Hospital, Tsineng Road, Kuruman, 8460",Gov NHLS
Northern Cape,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,NHLS Springbok Lab,17.8866,-29.6576,,"Hospital Street, Springbok, 8240",Gov NHLS
Northern Cape,nc Pixley ka Seme District Municipality,nc Emthanjeni Local Municipality,NHLS De Aar Lab,24.007745,-30.6598,,"De Aar (Central Karoo) Hospital, Visser Street, De Aar, 7000",Gov NHLS
Northern Cape,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,NHLS Upington Lab,21.266,-28.446,,"Dr Harry Surtie Hospital, Schroder Street, Upington, 8800",Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Kgetlengrivier Local Municipality,NHLS Swartruggens Lab,26.6835,-25.6389,,"Swartruggens CHC, Cnr Mandela and Lindleyspoort Road, Borolelo, 2835",Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,Ampath Brits Medi-Clinic Lab,27.782906,-25.6333,,"12 Church Street, Brits",Private
North West,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,Lancet Brits Safari Centre Lab,27.781102,-25.6315,,"Shop 19, Safari Centre, Van Velden Street, Brits",Private
North West,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,NHLS Brits Lab,27.7835,-25.6326,,"Brits Hospital, 127 Crocodile Street, Brits, 0250",Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,NHLS Mogwase Lab,27.248764,-25.2595,,,Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,NHLS Moses Kotane Lab,27.057912,-25.3806,,"Moses Kotane Hospital, 4 Patsima Road, Ledig, 0316",Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Ampath Ferncrest Lab,27.215321,-25.6478,,"Moumo Street, Thlabane, Rustenburg",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Ampath Medicare Lab,27.226595,-25.6852,,"Ground Floor, 271 Beyers Naude Avenue, Rustenburg",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Ampath Rustenburg Lab,27.24033,-25.6742,,"56 Heystek Street, Rustenburg",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Lancet Ferncrest Lab,27.214149,-25.6478,,"Netcare Ferncrest Hospital, Moumo Street",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Lancet La Femme Lab,27.238413,-25.6721,,"La Femme Building, 148 Kerk Street",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Lancet Medi-Care Lab,27.226595,-25.6852,,"54 Zand Street, Rustenburg",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,Lancet Rustenburg Lab,27.242918,-25.6749,,"Ground Floor, Medical Centre, 102 Kock Street, Rustenburg",Private
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,NHLS Bafokeng Lab,26.2661,-27.8658,,,Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,NHLS Rustenburg Lab,27.2489,-25.6755,,"Job Shimankana Tabane Hospital, Cnr Bosch and Nelson Mandela Street, Rustenburg, 0300",Gov NHLS
North West,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,NHLS Rustenburg Mob Lab,27.244388,-25.6774,,,Gov NHLS
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,Ampath Klerksdorp Lab,26.678459,-26.8307,,"4 Philip Gerber Crescent, Wilkoppies, Klerksdorp",Private
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,NHLS Klerksdorp Lab,26.665076,-26.8675,,Klerksdorp Tertiary Hospital,Gov NHLS
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,NHLS Tshepong Lab,26.6177,-26.8868,,"Tshepong Tertiary Hospital, 41 Benji Oliphant Street, Klerksdorp, 2571",Gov NHLS
North West,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,NHLS West Vaal Lab,26.6692,-26.9789,,West Vaal Hospital,Gov NHLS
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,Ampath Potchefstroom Mooimed Lab,27.095556,-26.7001,,"Suite 6, 1 Albert Luthuli Avenue, Potchefstroom, Johannesburg West",Private
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,Lancet Potchefstroom Lab,27.094532,-26.6924,,"Shop 24, Cachet Park, Steve Biko Avenue, Potchefstroom",Private
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,NHLS Potchefstroom Lab,27.0839,-26.7273,,"Potchefstroom Hospital, Cnr Chris Hani and Kruis Street, Potchefstroom, 2531",Gov NHLS
North West,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,NHLS Potchefstroom Mob Lab,27.08418,-26.7286,,,Gov NHLS
North West,nw Dr Kenneth Kaunda District Municipality,nw Maquassi Hills Local Municipality,NHLS Wolmaransstad Lab,25.9793,-27.1886,,"Nic Bodenstein Hospital, Cnr van Riebeeck and van Rensburg Streets, Wolmaransstad, 2630",Gov NHLS
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Greater Taung Local Municipality,NHLS Taung Lab,24.7466,-27.5674,,"Taung Hospital, Mathe Road, Taung, 8584",Gov NHLS
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,NHLS Ganyesa Lab,24.17121,-26.5918,,"Ganyesa Hospital, 2153 Tosca Road, Ganyesa, 8613",Gov NHLS
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Mamusa Local Municipality,NHLS Schweizer-Reneke Lab,25.318776,-27.1813,,Schweizer-Reneke Hospital,Gov NHLS
North West,nw Dr Ruth Segomotsi Mompati District Municipality,nw Naledi Local Municipality,NHLS Joe Morolong Lab,24.72199,-26.9683,,"Joe Morolong Memorial Hospital, 506 South Street, Vryburg, 8600",Gov NHLS
North West,nw Ngaka Modiri Molema District Municipality,nw Ditsobotla Local Municipality,NHLS Thusong Lab,25.9499,-26.053,,"Thusong Hospital, Lichtenburg-Mahikeng Road, Itsoseng, 2744",Gov NHLS
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,Ampath Mahikeng Lab,25.638363,-25.8424,,"Plaza Centre, Shop 11M, Nelson Mandela Drive, Mahikeng",Private
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,Lancet Mahikeng Lab,25.64145,-25.86,,"Victoria Private Hospital, 13 Victoria Road, Mahikeng, 2745",Private
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,NHLS Gelukspan Lab,25.6011,-26.199,,"Gelukspan Hospital, Village Road, Radithuso, 2738",Gov NHLS
North West,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,NHLS Mafikeng Lab,25.706811,-25.8886,,"Mahikeng Provincial Hospital, Vryburg/mareetsane Road, Danville, 2745",Gov NHLS
North West,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,NHLS Lehurutshe Lab,25.984,-25.4792,,"Lehurutshe Hospital, Lerato, 2880",Gov NHLS
North West,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,NHLS Delareyville Lab,25.46344,-26.6901,,Delareyville CHC,Gov NHLS
Western Cape,wc Cape Winelands District Municipality,wc Breede Valley Local Municipality,NHLS Worcester Lab,19.4581,-33.6456,,Worcester Hospital,Gov NHLS
Western Cape,wc Cape Winelands District Municipality,wc Drakenstein Local Municipality,NHLS Paarl Lab,18.97,-33.727,,Paarl Hospital,Gov NHLS
Western Cape,wc Cape Winelands District Municipality,wc Stellenbosch Local Municipality,Univ Stellenbosch NHLS,,,Andrew Whitelaw,"Andries Pretorius St, Somerset West, 7130",Gov NHLS
Western Cape,wc Central Karoo District Municipality,wc Beaufort West Local Municipality,NHLS Beaufort West Lab,22.5949,-32.3529,,Beaufort West Hospital,Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,Ampath Somerset West Lab,18.85743,-34.0906,,"7F Arun Place, Sir Lowry's Pass Road, Somerset West",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,Lancet Somerset West Lab,18.860187,-34.093,,"Arun Place, Block 6, Unit F, Sir Lowry Road, Somerset West",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,NHLS Helderberg Lab,18.82146,-34.1095,,Helderberg Hospital,Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,Ampath Durbanville Lab,18.656742,-33.8254,,"Loerie Park, Unit 1B, Cnr Wellington and Paul Kruger Street, Durbanville, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,Ampath Kuils River Lab,18.709717,-33.7152,,"Riverside View, 3rd Floor, Room 3A, 33 Van Riebeeck Road, Kuilsrivier, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,Lancet Panorama Lab,18.577052,-33.8753,,"2nd Floor, Panorama Healthcare Centre, Cnr Hennie Winterbach and Rothschild Boulevard, Panorama",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,Lancet Rondebosch Lab,18.492173,-33.9554,,"Stonefountain Terrace Building, 1st Floor, 95 Klipfontein Road",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,NHLS Pollsmoor Corr Lab,18.4319,-34.0684,,"Pollsmoor Correctional Centre, Tokai, 7966",Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,NHLS Red Cross War Mem Children's Lab,18.4878,-33.9546,,"Kliptown Road, Rondebosch",Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,Univ Cape Town NHLS,,,Raj Ramesar,"Block C Old City Hosp Complex Greenpoint Lab, 1 Portswood Road, Green Point, Cape Town, 8005",Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Ampath Blaauwberg Lab,18.483295,-33.8026,,"1st Floor, Suite A1-9, Waterville Crescent, Sunningdale, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Ampath Christiaan Barnard Lab,18.41816,-33.9217,,"Suite 1609, Cnr DF Malan Street and Rua Bartholemeu Dias Plain, Foreshore, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Ampath Vincent Pallotti Lab,18.489304,-33.9319,,"Suite 86, Alexandra Road, Pinelands, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Lancet Century City Lab,18.515245,-33.8923,,"Smartsurv Building, 1st Floor, 32 Century Boulevard, Century City",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Lancet Chr Barnard Lab,18.430349,-33.9177,,"Cnr DF Malan Street and Rua Bartholemeu Dias Plain, Foreshore, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Lancet Milnerton Lab,18.506922,-33.8654,,"Milnerton Mediclinic Annex, 117 Cnr Koeberg and Racecourse Road, Milnerton",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,Lancet Parklane Lab,18.490378,-33.9429,,"Parklane Block C, 1st Floor, Suite 18, Cnr Alexander and Park Road, Pinelands",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,NHLS Green Point Lab,18.4147,-33.9066,,Green Point,Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,NHLS Groote Schuur Lab,18.4624,-33.9421,,Groote Schuur Hospital,Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Khayelitsha Health sub-District,NHLS Khayelitsha Lab,18.665,-34.0275,,Khayelitsha Hospital,Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Mitchells Plain Health sub-District,NHLS Mitchells Plain Lab,18.5591,-33.9856,,"Mitchells Plain Hospital, AZ Berman Drive, Mitchells Plain, 7785",Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,Ampath Western Cape Lab,18.566322,-33.8916,,"5 Fairways Close, Cnr Frans Conradie and Giel Basson Drive, Parow, Cape Town",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,Lancet Louis Leipoldt Lab,18.612936,-33.901,,"7C On Solway, Bellville",Private
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,NHLS Karl Bremer Lab,18.609,-33.8921,,Karl Bremer Hospital,Gov NHLS
Western Cape,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,NHLS Tygerberg Lab,18.613,-33.91,,Tygerberg Hospital,Gov NHLS
Western Cape,wc Garden Route District Municipality,wc George Local Municipality,Ampath George Lab,22.448269,-33.9562,,"Shop 8A, Prince Vincent Square, Gloucester Avenue, George",Private
Western Cape,wc Garden Route District Municipality,wc George Local Municipality,NHLS George Lab,22.4503,-33.9519,,George Hospital,Gov NHLS
Western Cape,wc Garden Route District Municipality,wc Knysna Local Municipality,NHLS Knysna Lab,23.0494,-34.0356,,Knysna Hospital,Gov NHLS
Western Cape,wc Garden Route District Municipality,wc Mossel Bay Local Municipality,Ampath Mossel Bay Lab,22.131226,-34.1825,,"4 Da Gama Street, Da Nova, Mossel Bay",Private
Western Cape,wc Garden Route District Municipality,wc Mossel Bay Local Municipality,NHLS Mossel Bay Lab,22.1275,-34.1858,,Mossel Bay Hospital,Gov NHLS
Western Cape,wc Garden Route District Municipality,wc Oudtshoorn Local Municipality,NHLS Oudtshoorn Lab,22.1963,-33.6042,,Oudtshoorn Hospital,Gov NHLS
Western Cape,wc Overberg District Municipality,wc Overstrand Local Municipality,NHLS Hermanus Lab,19.4332,-34.224,,Hermanus Hospital,Gov NHLS
Western Cape,wc West Coast District Municipality,wc Matzikama Local Municipality,NHLS Vredendal Lab,18.5051,-31.6667,,Vredendal Hospital,Gov NHLS
Western Cape,wc West Coast District Municipality,wc Saldanha Bay Local Municipality,NHLS West Coast District Lab,17.991,-32.9133,,Vredenburg,Gov NHLS
